"cardURL","companyName","countryWebsite","description","detail","keywordsResearched","timesResearched","numberOfPeople","date","pagesViewed","timesViewed"
"/discover/account/detail/ab569179547d592/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","State Of Oregon","United States - state.or.us","1 page viewed a total of 1 time by 1 Anonymous user","https://tenovos.com/",,,1,"Jul 11, 2023",1,1
"/discover/account/detail/ab569179547d592/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","State Of Oregon","United States - state.or.us","1 keyword researched a total of 1 time by 1 anonymous user","digital asset management",1,1,1,"Jul 8, 2023",,
"/discover/account/detail/ab569179547d592/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","State Of Oregon","United States - state.or.us","1 keyword researched a total of 2 times by 1 anonymous user","content hub",1,2,1,"Jul 4, 2023",,
"/discover/account/detail/ab569179547d592/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","State Of Oregon","United States - state.or.us","1 keyword researched a total of 1 time by 1 anonymous user","marketing performance",1,1,1,"Jul 3, 2023",,
"/discover/account/detail/ab569179547d592/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","State Of Oregon","United States - state.or.us","2 keywords researched a total of 2 times by 2 anonymous users","dam new york, dam europe",2,2,2,"Jun 27, 2023",,
"/discover/account/detail/ab569179547d592/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","State Of Oregon","United States - state.or.us","1 keyword researched a total of 3 times by 2 anonymous users","content hub",1,3,2,"Jun 22, 2023",,
"/discover/account/detail/ab569179547d592/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","State Of Oregon","United States - state.or.us","1 keyword researched a total of 2 times by 1 anonymous user","content hub",1,2,1,"Jun 17, 2023",,
"/discover/account/detail/ab569179547d592/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","State Of Oregon","United States - state.or.us","1 keyword researched a total of 1 time by 1 anonymous user","widen",1,1,1,"Jun 9, 2023",,
"/discover/account/detail/ab569179547d592/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","State Of Oregon","United States - state.or.us","2 keywords researched a total of 2 times by 2 anonymous users","hyland, content hub",2,2,2,"Jun 6, 2023",,
"/discover/account/detail/ab569179547d592/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","State Of Oregon","United States - state.or.us","1 keyword researched a total of 2 times by 1 anonymous user","content hub",1,2,1,"Jun 4, 2023",,
"/discover/account/detail/ab569179547d592/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","State Of Oregon","United States - state.or.us","1 keyword researched a total of 2 times by 1 anonymous user","hyland",1,2,1,"May 29, 2023",,
"/discover/account/detail/ab569179547d592/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","State Of Oregon","United States - state.or.us","1 keyword researched a total of 1 time by 1 anonymous user","Informatica",1,1,1,"May 24, 2023",,
"/discover/account/detail/ab569179547d592/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","State Of Oregon","United States - state.or.us","1 keyword researched a total of 1 time by 1 anonymous user","taxonomy",1,1,1,"May 16, 2023",,
"/discover/account/detail/ab569179547d592/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","State Of Oregon","United States - state.or.us","1 keyword researched a total of 3 times by 1 anonymous user","taxonomy",1,3,1,"May 10, 2023",,
"/discover/account/detail/ab569179547d592/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","State Of Oregon","United States - state.or.us","1 keyword researched a total of 1 time by 1 anonymous user","hyland",1,1,1,"Apr 24, 2023",,
"/discover/account/detail/ab569179547d592/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","State Of Oregon","United States - state.or.us","1 keyword researched a total of 6 times by 1 anonymous user","taxonomy",1,6,1,"Apr 19, 2023",,
"/discover/account/detail/ab569179547d592/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","State Of Oregon","United States - state.or.us","1 keyword researched a total of 3 times by 1 anonymous user","taxonomy",1,3,1,"Apr 17, 2023",,
"/discover/account/detail/ab569179547d592/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","State Of Oregon","United States - state.or.us","3 keywords researched a total of 8 times by 3 anonymous users","smartsheet, taxonomy, dam evaluation",3,8,3,"Apr 12, 2023",,
"/discover/account/detail/ab569179547d592/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","State Of Oregon","United States - state.or.us","2 keywords researched a total of 3 times by 2 anonymous users","content hub, taxonomy",2,3,2,"Apr 1, 2023",,
"/discover/account/detail/ab569179547d592/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","State Of Oregon","United States - state.or.us","1 keyword researched a total of 1 time by 1 anonymous user","content hub",1,1,1,"Mar 28, 2023",,
"/discover/account/detail/ab569179547d592/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","State Of Oregon","United States - state.or.us","1 keyword researched a total of 1 time by 1 anonymous user","smartsheet",1,1,1,"Mar 23, 2023",,
"/discover/account/detail/ab569179547d592/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","State Of Oregon","United States - state.or.us","1 keyword researched a total of 1 time by 1 anonymous user","taxonomy",1,1,1,"Mar 13, 2023",,
"/discover/account/detail/ab569179547d592/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","State Of Oregon","United States - state.or.us","1 keyword researched a total of 1 time by 1 anonymous user","aem",1,1,1,"Mar 12, 2023",,
"/discover/account/detail/ab569179547d592/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","State Of Oregon","United States - state.or.us","1 keyword researched a total of 1 time by 1 anonymous user","canto",1,1,1,"Mar 10, 2023",,
"/discover/account/detail/ab569179547d592/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","State Of Oregon","United States - state.or.us","1 keyword researched a total of 1 time by 1 anonymous user","taxonomy",1,1,1,"Mar 8, 2023",,
"/discover/account/detail/ab569179547d592/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","State Of Oregon","United States - state.or.us","2 keywords researched a total of 2 times by 2 anonymous users","widen, smartsheet",2,2,2,"Feb 28, 2023",,
"/discover/account/detail/ab569179547d592/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","State Of Oregon","United States - state.or.us","1 keyword researched a total of 1 time by 1 anonymous user","hyland",1,1,1,"Feb 25, 2023",,
"/discover/account/detail/ab569179547d592/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","State Of Oregon","United States - state.or.us","1 keyword researched a total of 1 time by 1 anonymous user","widen",1,1,1,"Feb 21, 2023",,
"/discover/account/detail/ab569179547d592/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","State Of Oregon","United States - state.or.us","1 keyword researched a total of 1 time by 1 anonymous user","smartsheet",1,1,1,"Feb 18, 2023",,
"/discover/account/detail/ab569179547d592/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","State Of Oregon","United States - state.or.us","1 keyword researched a total of 1 time by 1 anonymous user","content hub",1,1,1,"Feb 13, 2023",,
"/discover/account/detail/ab569179547d592/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","State Of Oregon","United States - state.or.us","1 keyword researched a total of 2 times by 2 anonymous users","hyland",1,2,2,"Feb 11, 2023",,
"/discover/account/detail/ab569179547d592/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","State Of Oregon","United States - state.or.us","2 keywords researched a total of 3 times by 3 anonymous users","hyland, taxonomy",2,3,3,"Feb 10, 2023",,
"/discover/account/detail/ab569179547d592/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","State Of Oregon","United States - state.or.us","1 keyword researched a total of 11 times by 7 anonymous users","hyland",1,11,7,"Feb 9, 2023",,
"/discover/account/detail/ab569179547d592/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","State Of Oregon","United States - state.or.us","1 keyword researched a total of 2 times by 1 anonymous user","marketing performance",1,2,1,"Feb 8, 2023",,
"/discover/account/detail/ab569179547d592/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-07-05"",""endDate"":""2023-08-03""}","State Of Oregon","United States - state.or.us","2 keywords researched a total of 3 times by 2 anonymous users","hyland, best dam",2,3,2,"Feb 4, 2023",,
