"cardURL","companyName","countryWebsite","description","detail","keywordsResearched","timesResearched","numberOfPeople","date","pagesViewed","timesViewed","impressions","campaigns"
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","2 keywords researched a total of 3 times by 2 anonymous users","marketing performance, taxonomy",2,3,2,"Apr 22, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","1 keyword researched a total of 3 times by 1 anonymous user","smartsheet",1,3,1,"Apr 21, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","1 keyword researched a total of 3 times by 1 anonymous user","smartsheet",1,3,1,"Apr 20, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","1 keyword researched a total of 3 times by 2 anonymous users","smartsheet",1,3,2,"Apr 19, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","1 keyword researched a total of 2 times by 1 anonymous user","content hub",1,2,1,"Apr 18, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","3 keywords researched a total of 9 times by 4 anonymous users","smartsheet, marketing performance, taxonomy",3,9,4,"Apr 17, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","1 keyword researched a total of 1 time by 1 anonymous user","taxonomy",1,1,1,"Apr 16, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","2 keywords researched a total of 2 times by 2 anonymous users","smartsheet, best dam",2,2,2,"Apr 14, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","2 keywords researched a total of 8 times by 6 anonymous users","smartsheet, hyland",2,8,6,"Apr 13, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","1 keyword researched a total of 1 time by 1 anonymous user","hyland",1,1,1,"Apr 11, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","1 keyword researched a total of 6 times by 6 anonymous users","hyland",1,6,6,"Apr 10, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","2 keywords researched a total of 4 times by 2 anonymous users","smartsheet, taxonomy",2,4,2,"Apr 6, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","1 keyword researched a total of 1 time by 1 anonymous user","hyland",1,1,1,"Apr 5, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","1 keyword researched a total of 1 time by 1 anonymous user","hyland",1,1,1,"Apr 4, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","1 keyword researched a total of 1 time by 1 anonymous user","hyland",1,1,1,"Apr 3, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","1 keyword researched a total of 1 time by 1 anonymous user","marketing performance",1,1,1,"Apr 2, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","1 keyword researched a total of 1 time by 1 anonymous user","content hub",1,1,1,"Apr 1, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","2 keywords researched a total of 2 times by 1 anonymous user","content intelligence, content delivery network",2,2,1,"Mar 30, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","1 keyword researched a total of 7 times by 1 anonymous user","marketing performance",1,7,1,"Mar 29, 2023",,,,
"/discover/account/detail/bf089fb24687c53/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Cintas Corporation","United States - cintas.com","1 keyword researched a total of 3 times by 1 anonymous user","marketing performance",1,3,1,"Mar 23, 2023",,,,
