"cardURL","companyName","countryWebsite","description","detail","keywordsResearched","timesResearched","numberOfPeople","date","pagesViewed","timesViewed","impressions","campaigns"
"/discover/account/detail/05d7499a90a0e48/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Panasonic","United States - panasonic.com","1 keyword researched a total of 1 time by 1 anonymous user","marketing performance",1,1,1,"Feb 26, 2023",,,,
"/discover/account/detail/05d7499a90a0e48/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Panasonic","United States - panasonic.com","1 keyword researched a total of 1 time by 1 anonymous user","digital asset management",1,1,1,"Feb 25, 2023",,,,
"/discover/account/detail/05d7499a90a0e48/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Panasonic","United States - panasonic.com","4 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 24, 2023",,,4,1
"/discover/account/detail/05d7499a90a0e48/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Panasonic","United States - panasonic.com","8 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 23, 2023",,,8,1
"/discover/account/detail/05d7499a90a0e48/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Panasonic","United States - panasonic.com","6 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 22, 2023",,,6,1
"/discover/account/detail/05d7499a90a0e48/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Panasonic","United States - panasonic.com","5 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 21, 2023",,,5,1
"/discover/account/detail/05d7499a90a0e48/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Panasonic","United States - panasonic.com","1 keyword researched a total of 1 time by 1 anonymous user","marketing performance",1,1,1,"Feb 21, 2023",,,,
"/discover/account/detail/05d7499a90a0e48/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Panasonic","United States - panasonic.com","1 keyword researched a total of 2 times by 1 anonymous user","digital asset management",1,2,1,"Feb 19, 2023",,,,
"/discover/account/detail/05d7499a90a0e48/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Panasonic","United States - panasonic.com","1 Media Impression in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 18, 2023",,,1,1
"/discover/account/detail/05d7499a90a0e48/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Panasonic","United States - panasonic.com","6 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 17, 2023",,,6,1
"/discover/account/detail/05d7499a90a0e48/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Panasonic","United States - panasonic.com","4 Media Impressions in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 16, 2023",,,4,1
"/discover/account/detail/05d7499a90a0e48/?span={""fixedRange"":false,""timeWindow"":null,""startDate"":""2023-05-17"",""endDate"":""2023-08-14""}","Panasonic","United States - panasonic.com","1 Media Impression in 1 Campaign","https://tenovos.abm.6sense.com/campaigns/view/98139",,,,"Feb 15, 2023",,,1,1
